customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Domain,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CustomerID,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51252.0,Phone,1.0,15.0,Debit Card,3.0,3.0,Mobile Phone,1.0,Married,3.0,0.0,19.0,1.0,1.0,3.0,148.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,22.0,,,,,,51253.0,Computer,1.0,8.0,Debit Card,2.0,3.0,Others,1.0,Married,4.0,0.0,15.0,,4.0,3.0,292.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,15.0,,,,,,51254.0,Mobile Phone,3.0,18.0,E wallet,3.0,3.0,Laptop & Accessory,1.0,Married,4.0,1.0,12.0,0.0,1.0,0.0,151.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Female,,0.0,,,,,,51255.0,Computer,2.0,28.0,UPI,,4.0,Mobile,4.0,Married,2.0,0.0,12.0,1.0,1.0,0.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,8.0,,,,,,51256.0,Mobile Phone,3.0,24.0,Credit Card,3.0,3.0,Laptop & Accessory,5.0,Married,1.0,0.0,16.0,0.0,1.0,4.0,0.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,,,,,,,51257.0,Computer,1.0,22.0,CC,2.0,3.0,Mobile,3.0,Single,2.0,0.0,14.0,0.0,1.0,4.0,121.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,4.0,,,,,,51258.0,Computer,1.0,9.0,CC,,3.0,Mobile,5.0,Married,2.0,1.0,13.0,0.0,2.0,3.0,131.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,9.0,,,,,,51259.0,Computer,1.0,15.0,Debit Card,,1.0,Mobile,4.0,Married,2.0,0.0,22.0,1.0,1.0,2.0,128.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,7.0,,,,,,51260.0,Mobile Phone,3.0,6.0,E wallet,2.0,3.0,Fashion,1.0,Single,2.0,0.0,21.0,1.0,2.0,1.0,199.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,7.0,,,,,,51261.0,Mobile Phone,3.0,19.0,Credit Card,2.0,3.0,Fashion,3.0,Married,2.0,0.0,18.0,1.0,1.0,1.0,186.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51262.0,Phone,1.0,6.0,CC,,3.0,Mobile,5.0,Single,1.0,0.0,13.0,3.0,7.0,6.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,2.0,,,,,,51263.0,Mobile Phone,1.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,5.0,Married,1.0,0.0,12.0,1.0,1.0,2.0,154.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,5.0,,,,,,51264.0,Computer,1.0,21.0,Credit Card,2.0,3.0,Laptop & Accessory,1.0,Married,6.0,0.0,18.0,0.0,1.0,2.0,167.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,4.0,,,,,,51265.0,Computer,1.0,6.0,Debit Card,2.0,5.0,Laptop & Accessory,5.0,Married,2.0,0.0,21.0,1.0,8.0,7.0,150.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,0.0,,,,,,51266.0,Phone,1.0,,COD,2.0,4.0,Mobile,1.0,Married,6.0,0.0,12.0,0.0,1.0,3.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51267.0,Phone,3.0,6.0,Debit Card,,4.0,Mobile,5.0,Single,5.0,0.0,14.0,0.0,1.0,0.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,8.0,,,,,,51268.0,Mobile Phone,3.0,13.0,Debit Card,2.0,3.0,Laptop & Accessory,1.0,Married,2.0,1.0,11.0,1.0,1.0,9.0,152.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51269.0,Phone,3.0,15.0,E wallet,2.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,14.0,0.0,1.0,7.0,141.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,5.0,,,,,,51270.0,Mobile Phone,1.0,11.0,Debit Card,2.0,4.0,Laptop & Accessory,1.0,Single,9.0,0.0,24.0,0.0,1.0,0.0,197.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,0.0,,,,,,51271.0,Computer,3.0,32.0,E wallet,3.0,3.0,Laptop & Accessory,1.0,Married,2.0,1.0,11.0,0.0,1.0,8.0,156.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,16.0,,,,,,51272.0,Mobile Phone,3.0,30.0,Debit Card,3.0,3.0,Fashion,5.0,Single,7.0,1.0,13.0,2.0,2.0,2.0,204.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,27.0,,,,,,51273.0,Phone,1.0,15.0,Debit Card,,3.0,Laptop & Accessory,3.0,Married,4.0,0.0,11.0,0.0,2.0,3.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,6.0,,,,,,51274.0,Computer,1.0,13.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,20.0,2.0,2.0,8.0,160.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,16.0,,,,,,51275.0,Mobile Phone,1.0,17.0,Debit Card,1.0,3.0,Fashion,3.0,Married,2.0,0.0,17.0,1.0,1.0,9.0,175.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51276.0,Computer,2.0,6.0,UPI,,3.0,Mobile,4.0,Married,1.0,1.0,11.0,1.0,1.0,2.0,130.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,28.0,,,,,,51277.0,Mobile Phone,2.0,32.0,UPI,3.0,1.0,Others,4.0,Married,5.0,1.0,,1.0,1.0,4.0,296.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,4.0,,,,,,51278.0,Mobile Phone,1.0,8.0,Credit Card,2.0,5.0,Mobile Phone,1.0,Married,2.0,1.0,11.0,1.0,1.0,0.0,111.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,12.0,,,,,,51279.0,Mobile Phone,3.0,21.0,E wallet,3.0,3.0,Grocery,5.0,Single,1.0,0.0,12.0,4.0,,10.0,233.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,15.0,,,,,,51280.0,Computer,1.0,29.0,Debit Card,2.0,4.0,Laptop & Accessory,3.0,Single,2.0,0.0,12.0,2.0,3.0,7.0,143.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,4.0,,,,,,51281.0,Computer,1.0,16.0,Credit Card,2.0,3.0,Fashion,3.0,Married,5.0,0.0,20.0,3.0,4.0,,210.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,27.0,,,,,,51282.0,Phone,1.0,16.0,Credit Card,3.0,3.0,Laptop & Accessory,5.0,Single,7.0,1.0,19.0,0.0,1.0,4.0,144.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51283.0,Phone,1.0,6.0,Debit Card,2.0,4.0,Laptop & Accessory,3.0,Single,2.0,0.0,12.0,1.0,1.0,2.0,146.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51284.0,Phone,1.0,,UPI,3.0,3.0,Mobile,1.0,Single,2.0,0.0,13.0,1.0,1.0,4.0,126.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,13.0,,,,,,51285.0,Computer,1.0,17.0,COD,3.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,11.0,2.0,9.0,4.0,163.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,13.0,,,,,,51286.0,Mobile Phone,3.0,8.0,E wallet,3.0,3.0,Laptop & Accessory,4.0,Married,4.0,0.0,14.0,1.0,5.0,10.0,157.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,,,,,,,51287.0,Phone,2.0,8.0,UPI,2.0,3.0,Mobile,4.0,Married,5.0,0.0,14.0,0.0,1.0,2.0,122.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,3.0,,,,,,51288.0,Phone,1.0,6.0,Credit Card,3.0,3.0,Mobile Phone,4.0,Married,2.0,0.0,13.0,0.0,1.0,7.0,137.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51289.0,Phone,1.0,8.0,UPI,2.0,3.0,Mobile Phone,3.0,Married,7.0,1.0,19.0,0.0,1.0,2.0,140.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,20.0,,,,,,51290.0,Mobile Phone,1.0,31.0,Credit Card,2.0,3.0,Fashion,3.0,Single,3.0,0.0,23.0,1.0,12.0,11.0,186.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,,,,,,,51291.0,Computer,1.0,6.0,CC,2.0,4.0,Mobile,3.0,Married,2.0,0.0,12.0,0.0,1.0,0.0,120.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51292.0,Phone,3.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,4.0,Married,1.0,0.0,15.0,4.0,5.0,8.0,144.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,4.0,,,,,,51293.0,Phone,3.0,8.0,Debit Card,,3.0,Mobile,3.0,Married,1.0,0.0,19.0,1.0,1.0,2.0,131.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51294.0,Computer,1.0,12.0,Debit Card,3.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,11.0,2.0,7.0,7.0,153.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,15.0,,,,,,51295.0,Mobile Phone,1.0,24.0,Debit Card,2.0,3.0,Laptop & Accessory,5.0,Married,7.0,1.0,17.0,0.0,1.0,2.0,154.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,14.0,,,,,,51296.0,Phone,1.0,6.0,Debit Card,,3.0,Mobile,1.0,Married,4.0,0.0,22.0,0.0,1.0,0.0,128.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,20.0,,,,,,51297.0,Computer,1.0,6.0,Credit Card,3.0,3.0,Fashion,4.0,Married,1.0,0.0,18.0,0.0,5.0,,220.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,8.0,,,,,,51298.0,Phone,1.0,17.0,CC,2.0,3.0,Mobile,3.0,Married,8.0,1.0,11.0,0.0,2.0,2.0,127.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51299.0,Phone,1.0,6.0,Debit Card,3.0,3.0,Mobile,3.0,Single,1.0,0.0,12.0,0.0,1.0,2.0,134.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,8.0,,,,,,51300.0,Mobile Phone,1.0,15.0,Credit Card,2.0,3.0,Laptop & Accessory,3.0,Single,2.0,0.0,19.0,0.0,1.0,8.0,151.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,6.0,,,,,,51301.0,Mobile Phone,1.0,21.0,Credit Card,3.0,3.0,Laptop & Accessory,1.0,Married,1.0,1.0,13.0,5.0,8.0,1.0,12.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,5.0,,,,,,51302.0,Phone,1.0,35.0,Debit Card,,4.0,Mobile,4.0,Single,2.0,0.0,13.0,3.0,4.0,1.0,128.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,13.0,,,,,,51303.0,Phone,1.0,,Debit Card,2.0,3.0,Mobile,1.0,Married,9.0,0.0,19.0,0.0,1.0,0.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,,,,,,,51304.0,Phone,3.0,6.0,CC,3.0,4.0,Mobile,4.0,Married,1.0,0.0,14.0,0.0,2.0,2.0,123.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,12.0,,,,,,51305.0,Phone,1.0,30.0,Debit Card,2.0,3.0,Laptop & Accessory,1.0,Single,8.0,0.0,13.0,1.0,1.0,7.0,141.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,11.0,,,,,,51306.0,Mobile Phone,1.0,16.0,Credit Card,2.0,5.0,Fashion,3.0,Married,4.0,0.0,12.0,1.0,,11.0,232.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,5.0,,,,,,51307.0,Mobile Phone,3.0,6.0,E wallet,2.0,3.0,Fashion,1.0,Married,2.0,0.0,19.0,3.0,5.0,7.0,204.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,10.0,,,,,,51308.0,Mobile Phone,1.0,16.0,Debit Card,2.0,1.0,Fashion,1.0,Married,2.0,1.0,25.0,0.0,,8.0,237.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,0.0,,,,,,51309.0,Phone,3.0,14.0,UPI,2.0,3.0,Laptop & Accessory,3.0,Married,1.0,1.0,22.0,1.0,1.0,4.0,149.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,25.0,,,,,,51310.0,Computer,3.0,126.0,Debit Card,2.0,3.0,Mobile,1.0,Married,3.0,0.0,15.0,1.0,1.0,0.0,135.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,17.0,,,,,,51311.0,Phone,1.0,,CC,2.0,3.0,Mobile,1.0,Single,7.0,1.0,12.0,0.0,1.0,2.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51312.0,Phone,3.0,,CC,2.0,3.0,Mobile,5.0,Single,2.0,1.0,11.0,1.0,1.0,2.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,12.0,,,,,,51313.0,Computer,1.0,15.0,Debit Card,2.0,3.0,Others,1.0,Single,3.0,0.0,,0.0,1.0,3.0,294.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,,,,,,,51314.0,Computer,3.0,15.0,E wallet,2.0,3.0,Mobile Phone,5.0,Married,2.0,0.0,19.0,1.0,1.0,0.0,118.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,9.0,,,,,,51315.0,Mobile Phone,3.0,9.0,Credit Card,3.0,4.0,Fashion,1.0,Married,1.0,0.0,19.0,3.0,3.0,4.0,176.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,9.0,,,,,,51316.0,Computer,1.0,10.0,Debit Card,3.0,3.0,Laptop & Accessory,4.0,Married,8.0,0.0,13.0,1.0,1.0,2.0,151.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,29.0,,,,,,51317.0,Computer,1.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,21.0,0.0,1.0,9.0,163.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,0.0,,,,,,51318.0,Phone,1.0,6.0,Credit Card,2.0,3.0,Mobile Phone,1.0,Married,10.0,1.0,14.0,2.0,2.0,2.0,148.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,15.0,,,,,,51319.0,Mobile Phone,1.0,8.0,Debit Card,2.0,3.0,Others,3.0,Married,6.0,0.0,11.0,,4.0,14.0,289.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,19.0,,,,,,51320.0,Phone,1.0,,COD,3.0,3.0,Mobile,3.0,Married,9.0,0.0,11.0,6.0,9.0,8.0,123.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,14.0,,,,,,51321.0,Mobile Phone,1.0,34.0,Debit Card,2.0,4.0,Grocery,4.0,Married,1.0,0.0,23.0,1.0,,10.0,236.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,7.0,,,,,,51322.0,Mobile Phone,3.0,34.0,E wallet,3.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,21.0,1.0,1.0,7.0,167.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,9.0,,,,,,51323.0,Computer,3.0,21.0,E wallet,2.0,5.0,Laptop & Accessory,1.0,Married,2.0,0.0,24.0,4.0,11.0,11.0,154.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,14.0,,,,,,51324.0,Mobile Phone,3.0,9.0,Debit Card,2.0,4.0,Laptop & Accessory,4.0,Married,3.0,0.0,11.0,0.0,1.0,4.0,189.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,5.0,,,,,,51325.0,Phone,1.0,,COD,3.0,3.0,Mobile,5.0,Single,2.0,0.0,14.0,1.0,1.0,2.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,8.0,,,,,,51326.0,Mobile Phone,2.0,32.0,Debit Card,2.0,3.0,Fashion,1.0,Single,2.0,1.0,16.0,1.0,1.0,7.0,188.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,11.0,,,,,,51327.0,Mobile Phone,3.0,16.0,Debit Card,3.0,3.0,Laptop & Accessory,1.0,Married,2.0,0.0,11.0,0.0,1.0,9.0,153.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,13.0,,,,,,51328.0,Computer,3.0,6.0,Debit Card,3.0,3.0,Laptop & Accessory,3.0,Married,8.0,0.0,12.0,1.0,1.0,1.0,167.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,9.0,,,,,,51329.0,Mobile Phone,3.0,17.0,E wallet,3.0,4.0,Laptop & Accessory,1.0,Married,5.0,0.0,13.0,1.0,1.0,0.0,167.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,18.0,,,,,,51330.0,Phone,3.0,26.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Single,9.0,0.0,15.0,1.0,1.0,1.0,149.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,13.0,,,,,,51331.0,Phone,1.0,8.0,Debit Card,,4.0,Mobile,3.0,Single,3.0,0.0,14.0,0.0,2.0,2.0,128.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,8.0,,,,,,51332.0,Computer,1.0,24.0,Debit Card,3.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,14.0,1.0,1.0,2.0,157.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,,,,,,,51333.0,Mobile Phone,1.0,8.0,CC,3.0,3.0,Mobile,3.0,Married,3.0,0.0,14.0,1.0,1.0,2.0,120.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,8.0,,,,,,51334.0,Phone,1.0,6.0,Debit Card,,5.0,Mobile,1.0,Married,2.0,0.0,12.0,0.0,1.0,1.0,130.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,2.0,,,,,,51335.0,Phone,1.0,19.0,UPI,2.0,4.0,Laptop & Accessory,4.0,Married,5.0,1.0,13.0,1.0,1.0,3.0,140.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,2.0,,,,,,51336.0,Phone,1.0,34.0,Credit Card,3.0,4.0,Mobile Phone,5.0,Single,2.0,0.0,14.0,0.0,1.0,4.0,138.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,13.0,,,,,,51337.0,Mobile Phone,3.0,34.0,E wallet,2.0,4.0,Fashion,5.0,Married,5.0,1.0,13.0,0.0,2.0,0.0,209.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,12.0,,,,,,51338.0,Mobile Phone,3.0,30.0,E wallet,2.0,4.0,Grocery,1.0,Married,1.0,0.0,11.0,1.0,9.0,,220.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,4.0,,,,,,51339.0,Computer,1.0,11.0,Credit Card,3.0,3.0,Laptop & Accessory,5.0,Single,1.0,0.0,19.0,0.0,1.0,7.0,199.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,0.0,,,,,,51340.0,Phone,3.0,11.0,UPI,,4.0,Mobile,3.0,Single,1.0,0.0,18.0,0.0,1.0,0.0,130.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,9.0,,,,,,51341.0,Computer,1.0,,CC,2.0,1.0,Laptop & Accessory,1.0,Married,5.0,0.0,17.0,0.0,1.0,3.0,126.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,12.0,,,,,,51342.0,Mobile Phone,1.0,12.0,Credit Card,2.0,4.0,Fashion,5.0,Married,5.0,0.0,15.0,1.0,1.0,7.0,200.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51343.0,Mobile Phone,1.0,10.0,Debit Card,2.0,1.0,Laptop & Accessory,4.0,Married,2.0,1.0,20.0,1.0,1.0,3.0,161.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,22.0,,,,,,51344.0,Computer,3.0,8.0,Credit Card,3.0,4.0,Laptop & Accessory,4.0,Married,3.0,0.0,14.0,1.0,1.0,8.0,154.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,7.0,,,,,,51345.0,Phone,1.0,14.0,Credit Card,2.0,1.0,Laptop & Accessory,3.0,Married,3.0,0.0,12.0,0.0,1.0,2.0,144.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Female,,4.0,,,,,,51346.0,Mobile Phone,3.0,6.0,Debit Card,3.0,3.0,Laptop & Accessory,1.0,Single,9.0,1.0,11.0,0.0,1.0,5.0,160.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,22.0,,,,,,51347.0,Computer,1.0,14.0,Debit Card,3.0,4.0,Laptop & Accessory,4.0,Married,2.0,0.0,23.0,0.0,1.0,7.0,151.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,,,,,,,51348.0,Phone,1.0,8.0,UPI,3.0,4.0,Mobile,3.0,Single,7.0,1.0,15.0,0.0,1.0,0.0,121.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,6.0,,,,,,51349.0,Computer,1.0,9.0,Debit Card,,3.0,Mobile,3.0,Married,2.0,1.0,11.0,2.0,3.0,0.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51350.0,Phone,1.0,8.0,CC,2.0,3.0,Mobile,4.0,Married,10.0,0.0,12.0,1.0,2.0,2.0,135.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,5.0,,,,,,51351.0,Computer,1.0,8.0,Debit Card,,3.0,Mobile,1.0,Single,1.0,0.0,13.0,1.0,3.0,6.0,131.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,30.0,,,,,,51352.0,Phone,1.0,9.0,CC,,1.0,Mobile,5.0,Married,5.0,1.0,20.0,0.0,1.0,0.0,127.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,3.0,,,,,,51353.0,Phone,1.0,30.0,Debit Card,,3.0,Mobile,3.0,Married,2.0,0.0,22.0,1.0,1.0,0.0,127.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51354.0,Computer,1.0,29.0,Debit Card,2.0,4.0,Fashion,3.0,Single,1.0,0.0,21.0,1.0,1.0,8.0,195.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,9.0,,,,,,51355.0,Mobile Phone,1.0,33.0,Credit Card,3.0,3.0,Laptop & Accessory,3.0,Married,7.0,0.0,13.0,0.0,7.0,7.0,152.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,8.0,,,,,,51356.0,Phone,1.0,,CC,2.0,1.0,Mobile,4.0,Married,1.0,0.0,13.0,1.0,1.0,3.0,124.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,2.0,,,,,,51357.0,Phone,1.0,21.0,Debit Card,2.0,4.0,Laptop & Accessory,3.0,Single,1.0,1.0,12.0,1.0,1.0,8.0,142.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,4.0,,,,,,51358.0,Phone,1.0,32.0,Debit Card,,3.0,Mobile,3.0,Married,2.0,0.0,17.0,3.0,4.0,3.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,7.0,,,,,,51359.0,Phone,1.0,25.0,CC,3.0,3.0,Mobile,1.0,Married,1.0,0.0,11.0,0.0,1.0,2.0,127.0
,,,,,,,,,,,,,,,,,,,,1,Ecommerce,,,,,,Male,,,,,,,,51360.0,Phone,1.0,30.0,Debit Card,2.0,4.0,Mobile,3.0,Single,6.0,1.0,14.0,0.0,1.0,3.0,120.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,2.0,,,,,,51361.0,Mobile Phone,1.0,27.0,Debit Card,2.0,1.0,Fashion,5.0,Married,2.0,0.0,11.0,6.0,8.0,8.0,200.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,5.0,,,,,,51362.0,Phone,1.0,11.0,Debit Card,3.0,1.0,Mobile,4.0,Married,1.0,1.0,12.0,1.0,1.0,5.0,133.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,0.0,,,,,,51363.0,Computer,1.0,22.0,CC,,1.0,Mobile,1.0,Married,2.0,1.0,13.0,0.0,1.0,0.0,129.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Female,,26.0,,,,,,51364.0,Mobile Phone,3.0,8.0,Debit Card,3.0,4.0,Grocery,1.0,Married,3.0,0.0,16.0,0.0,,7.0,254.0
,,,,,,,,,,,,,,,,,,,,0,Ecommerce,,,,,,Male,,11.0,,,,,,51365.0,Phone,1.0,8.0,Debit Card,2.0,3.0,Mobile Phone,1.0,Single,6.0,1.0,11.0,0.0,1.0,2.0,139.0
